image,x,y,r,g,b
bo,3,5,249,227,0
bo,3,6,249,227,0
bo,3,7,249,227,0
bo,3,8,0,121,52
bo,3,9,0,121,52
bo,3,10,0,121,52
bo,4,1,213,43,30
bo,4,2,213,43,30
bo,4,3,213,43,30
bo,4,4,249,227,0
bo,4,5,249,227,0
bo,4,6,249,227,0
bo,4,7,249,227,0
bo,4,8,0,121,52
bo,4,9,0,121,52
bo,4,10,0,121,52
bo,5,1,213,43,30
bo,5,2,213,43,30
bo,5,3,213,43,30
bo,5,4,249,227,0
bo,5,5,249,227,0
bo,5,6,249,227,0
bo,5,7,249,227,0
bo,5,8,0,121,52
bo,5,9,0,121,52
bo,5,10,0,121,52
bo,6,1,213,43,30
bo,6,2,213,43,30
bo,6,3,213,43,30
bo,6,4,249,227,0
bo,6,5,249,227,0
bo,6,6,249,227,0
bo,6,7,249,227,0
bo,6,8,0,121,52
bo,6,9,0,121,52
bo,6,10,0,121,52
bo,7,1,213,43,30
bo,7,2,213,43,30
bo,7,3,213,43,30
bo,7,4,249,227,0
bo,7,5,249,227,0
bo,7,6,249,227,0
bo,7,7,249,227,0
bo,7,8,0,121,52
bo,7,9,0,121,52
bo,7,10,0,121,52
bo,8,1,213,43,30
bo,8,2,213,43,30
bo,8,3,213,43,30
bo,8,4,249,227,0
bo,8,5,249,227,0
bo,8,6,249,227,0
bo,8,7,249,227,0
bo,8,8,0,121,52
bo,8,9,0,121,52
bo,8,10,0,121,52
bo,9,1,213,43,30
bo,9,2,213,43,30
bo,9,3,213,43,30
bo,9,4,249,227,0
bo,9,5,249,227,0
bo,9,6,249,227,0
bo,9,7,249,227,0
bo,9,8,0,121,52
bo,9,9,0,121,52
bo,9,10,0,121,52
bo,10,1,213,43,30
bo,10,2,213,43,30
bo,10,3,213,43,30
bo,10,4,249,227,0
bo,10,5,249,227,0
bo,10,6,249,227,0
bo,10,7,249,227,0
bo,10,8,0,121,52
bo,10,9,0,121,52
bo,10,10,0,121,52
ax,1,1,0,100,173
ax,1,2,0,100,173
ax,1,3,0,100,173
ax,1,4,64,128,130
ax,1,5,218,14,21
ax,1,6,218,14,21
ax,1,7,64,128,130
ax,1,8,0,100,173
ax,1,9,0,100,173
ax,1,10,0,100,173
ax,2,1,0,100,173
ax,2,2,0,100,173
ax,2,3,0,100,173
ax,2,4,64,128,130
ax,2,5,218,14,21
ax,2,6,218,14,21
ax,2,7,64,128,130
ax,2,8,0,100,173
ax,2,9,0,100,173
ax,2,10,0,100,173
ax,3,1,0,100,173
ax,3,2,0,100,173
ax,3,3,0,100,173
ax,3,4,64,128,130
ax,3,5,218,14,21
ax,3,6,218,14,21
ax,3,7,64,128,130
ax,3,8,0,100,173
ax,3,9,0,100,173
ax,3,10,0,100,173
ax,4,1,255,211,0
ax,4,2,255,211,0
ax,4,3,255,211,0
ax,4,4,255,211,0
ax,4,5,218,14,21
ax,4,6,218,14,21
ax,4,7,255,211,0
ax,4,8,255,211,0
ax,4,9,255,211,0
ax,4,10,255,211,0
ax,5,1,255,211,0
ax,5,2,255,211,0
ax,5,3,255,211,0
ax,5,4,255,211,0
ax,5,5,218,14,21
ax,5,6,218,14,21
ax,5,7,255,211,0
ax,5,8,255,211,0
ax,5,9,255,211,0
ax,5,10,255,211,0
ax,6,1,0,100,173
ax,6,2,0,100,173
ax,6,3,0,100,173
ax,6,4,64,128,130
ax,6,5,218,14,21
ax,6,6,218,14,21
ax,6,7,64,128,130
ax,6,8,0,100,173
ax,6,9,0,100,173
ax,6,10,0,100,173
ax,7,1,0,100,173
ax,7,2,0,100,173
ax,7,3,0,100,173
ax,7,4,64,128,130
ax,7,5,218,14,21
ax,7,6,218,14,21
ax,7,7,64,128,130
ax,7,8,0,100,173
ax,7,9,0,100,173
ax,7,10,0,100,173
ax,8,1,0,100,173
ax,8,2,0,100,173
ax,8,3,0,100,173
ax,8,4,64,128,130
ax,8,5,218,14,21
ax,8,6,218,14,21
ax,8,7,64,128,130
ax,8,8,0,100,173
ax,8,9,0,100,173
ax,8,10,0,100,173
ax,9,1,0,100,173
ax,9,2,0,100,173
ax,9,3,0,100,173
ax,9,4,64,128,130
ax,9,5,218,14,21
ax,9,6,218,14,21
ax,9,7,64,128,130
ax,9,8,0,100,173
ax,9,9,0,100,173
ax,9,10,0,100,173
ax,10,1,0,100,173
ax,10,2,0,100,173
ax,10,3,0,100,173
ax,10,4,64,128,130
ax,10,5,218,14,21
ax,10,6,218,14,21
ax,10,7,64,128,130
ax,10,8,0,100,173
ax,10,9,0,100,173
ax,10,10,0,100,173
af,1,1,0,0,0
af,1,2,0,0,0
af,1,3,1,1,1
af,1,4,2,2,2
af,1,5,2,2,2
af,1,6,2,2,2
af,1,7,2,1,1
af,1,8,0,0,0
af,1,9,0,0,0
af,1,10,0,0,0
af,2,1,3,0,0
af,2,2,3,1,0
af,2,3,1,0,0
af,2,4,0,0,0
af,2,5,0,0,0
af,2,6,0,0,0
af,2,7,0,0,0
af,2,8,2,1,1
af,2,9,3,1,1
af,2,10,3,0,0
af,3,1,0,1,1
af,3,2,0,0,0
af,3,3,10,19,19
af,3,4,33,42,43
af,3,5,44,45,44
af,3,6,37,43,44
af,3,7,25,33,34
af,3,8,0,0,0
af,3,9,0,1,1
af,3,10,0,0,0
af,4,1,140,20,10
af,4,2,139,27,18
af,4,3,176,68,60
af,4,4,187,77,68
af,4,5,191,139,134
af,4,6,193,118,112
af,4,7,195,109,102
af,4,8,164,98,94
af,4,9,146,45,37
af,4,10,139,18,8
af,5,1,221,36,20
af,5,2,228,69,55
af,5,3,222,57,42
af,5,4,229,102,91
af,5,5,232,115,106
af,5,6,230,108,98
af,5,7,225,84,73
af,5,8,235,114,105
af,5,9,228,73,59
af,5,10,220,30,14
af,6,1,221,28,16
af,6,2,228,59,50
af,6,3,222,50,40
af,6,4,227,90,82
af,6,5,230,98,91
af,6,6,230,105,97
af,6,7,225,80,72
af,6,8,235,106,101
af,6,9,229,64,56
af,6,10,220,21,9
af,7,1,140,61,28
af,7,2,139,69,37
af,7,3,176,93,70
af,7,4,186,94,73
af,7,5,190,155,136
af,7,6,192,133,114
af,7,7,194,123,105
af,7,8,164,133,108
af,7,9,146,85,54
af,7,10,139,59,26
af,8,1,0,128,57
af,8,2,0,125,53
af,8,3,10,137,71
af,8,4,33,148,88
af,8,5,44,146,88
af,8,6,37,148,89
af,8,7,25,144,82
af,8,8,0,121,50
af,8,9,0,126,54
af,8,10,0,127,56
af,9,1,3,121,54
af,9,2,3,122,55
af,9,3,1,119,50
af,9,4,0,117,48
af,9,5,0,119,49
af,9,6,0,117,48
af,9,7,0,117,48
af,9,8,2,122,55
af,9,9,3,121,54
af,9,10,3,121,54
af,10,1,0,122,54
af,10,2,0,122,54
af,10,3,1,122,55
af,10,4,2,123,55
af,10,5,2,123,56
af,10,6,2,123,55
af,10,7,2,123,55
af,10,8,0,122,54
af,10,9,0,122,54
af,10,10,0,122,54
mt,1,1,255,255,255
mt,1,2,195,19,40
mt,1,3,255,255,255
mt,1,4,255,255,255
mt,1,5,255,255,255
mt,1,6,255,255,255
mt,1,7,255,255,255
mt,1,8,255,255,255
mt,1,9,255,255,255
mt,1,10,255,255,255
mt,2,1,255,255,255
mt,2,2,176,175,175
mt,2,3,201,42,61
mt,2,4,255,255,255
mt,2,5,255,255,255
mt,2,6,255,255,255
mt,2,7,255,255,255
mt,2,8,255,255,255
mt,2,9,255,255,255
mt,2,10,255,255,255
mt,3,1,255,255,255
mt,3,2,255,255,255
mt,3,3,255,255,255
mt,3,4,255,255,255
mt,3,5,255,255,255
mt,3,6,255,255,255
mt,3,7,255,255,255
mt,3,8,255,255,255
mt,3,9,255,255,255
mt,3,10,255,255,255
mt,4,1,255,255,255
mt,4,2,255,255,255
mt,4,3,255,255,255
mt,4,4,255,255,255
mt,4,5,255,255,255
mt,4,6,255,255,255
mt,4,7,255,255,255
mt,4,8,255,255,255
mt,4,9,255,255,255
mt,4,10,255,255,255
mt,5,1,255,255,255
mt,5,2,255,255,255
mt,5,3,255,255,255
mt,5,4,255,255,255
mt,5,5,255,255,255
mt,5,6,255,255,255
mt,5,7,255,255,255
mt,5,8,255,255,255
mt,5,9,255,255,255
mt,5,10,255,255,255
mt,6,1,207,20,43
mt,6,2,207,20,43
mt,6,3,207,20,43
mt,6,4,207,20,43
mt,6,5,207,20,43
mt,6,6,207,20,43
mt,6,7,207,20,43
mt,6,8,207,20,43
mt,6,9,207,20,43
mt,6,10,207,20,43
mt,7,1,207,20,43
mt,7,2,207,20,43
mt,7,3,207,20,43
mt,7,4,207,20,43
mt,7,5,207,20,43
mt,7,6,207,20,43
mt,7,7,207,20,43
mt,7,8,207,20,43
mt,7,9,207,20,43
mt,7,10,207,20,43
mt,8,1,207,20,43
mt,8,2,207,20,43
mt,8,3,207,20,43
mt,8,4,207,20,43
mt,8,5,207,20,43
mt,8,6,207,20,43
mt,8,7,207,20,43
mt,8,8,207,20,43
mt,8,9,207,20,43
mt,8,10,207,20,43
mt,9,1,207,20,43
mt,9,2,207,20,43
mt,9,3,207,20,43
mt,9,4,207,20,43
mt,9,5,207,20,43
mt,9,6,207,20,43
mt,9,7,207,20,43
mt,9,8,207,20,43
mt,9,9,207,20,43
mt,9,10,207,20,43
mt,10,1,207,20,43
mt,10,2,207,20,43
mt,10,3,207,20,43
mt,10,4,207,20,43
mt,10,5,207,20,43
mt,10,6,207,20,43
mt,10,7,207,20,43
mt,10,8,207,20,43
mt,10,9,207,20,43
mt,10,10,207,20,43
lr,1,1,0,40,104
lr,1,2,0,40,104
lr,1,3,0,40,104
lr,1,4,0,40,104
lr,1,5,0,40,104
lr,1,6,191,10,48
lr,1,7,255,255,255
lr,1,8,191,10,48
lr,1,9,255,255,255
lr,1,10,191,10,48
lr,2,1,0,40,104
lr,2,2,0,40,104
lr,2,3,0,40,104
lr,2,4,0,40,104
lr,2,5,0,40,104
lr,2,6,191,10,48
lr,2,7,255,255,255
lr,2,8,191,10,48
lr,2,9,255,255,255
lr,2,10,191,10,48
lr,3,1,191,10,48
lr,3,2,255,255,255
lr,3,3,191,10,48
lr,3,4,255,255,255
lr,3,5,191,10,48
lr,3,6,191,10,48
lr,3,7,255,255,255
lr,3,8,191,10,48
lr,3,9,255,255,255
lr,3,10,191,10,48
lr,4,1,191,10,48
lr,4,2,255,255,255
lr,4,3,191,10,48
lr,4,4,255,255,255
lr,4,5,191,10,48
lr,4,6,191,10,48
lr,4,7,255,255,255
lr,4,8,191,10,48
lr,4,9,255,255,255
lr,4,10,191,10,48
lr,5,1,191,10,48
lr,5,2,255,255,255
lr,5,3,191,10,48
lr,5,4,255,255,255
lr,5,5,191,10,48
lr,5,6,191,10,48
lr,5,7,255,255,255
lr,5,8,191,10,48
lr,5,9,255,255,255
lr,5,10,191,10,48
lr,6,1,191,10,48
lr,6,2,255,255,255
lr,6,3,191,10,48
lr,6,4,255,255,255
lr,6,5,191,10,48
lr,6,6,191,10,48
lr,6,7,255,255,255
lr,6,8,191,10,48
lr,6,9,255,255,255
lr,6,10,191,10,48
lr,7,1,191,10,48
lr,7,2,255,255,255
lr,7,3,191,10,48
lr,7,4,255,255,255
lr,7,5,191,10,48
lr,7,6,191,10,48
lr,7,7,255,255,255
lr,7,8,191,10,48
lr,7,9,255,255,255
lr,7,10,191,10,48
lr,8,1,191,10,48
lr,8,2,255,255,255
lr,8,3,191,10,48
lr,8,4,255,255,255
lr,8,5,191,10,48
lr,8,6,191,10,48
lr,8,7,255,255,255
lr,8,8,191,10,48
lr,8,9,255,255,255
lr,8,10,191,10,48
lr,9,1,191,10,48
lr,9,2,255,255,255
lr,9,3,191,10,48
lr,9,4,255,255,255
lr,9,5,191,10,48
lr,9,6,191,10,48
lr,9,7,255,255,255
lr,9,8,191,10,48
lr,9,9,255,255,255
lr,9,10,191,10,48
lr,10,1,191,10,48
lr,10,2,255,255,255
lr,10,3,191,10,48
lr,10,4,255,255,255
lr,10,5,191,10,48
lr,10,6,191,10,48
lr,10,7,255,255,255
lr,10,8,191,10,48
lr,10,9,255,255,255
lr,10,10,191,10,48
tc,1,1,219,76,92
tc,1,2,0,40,104
tc,1,3,206,17,38
tc,1,4,0,40,104
tc,1,5,206,17,38
tc,1,6,0,40,104
tc,1,7,0,40,104
tc,1,8,0,40,104
tc,1,9,0,40,104
tc,1,10,0,40,104
tc,2,1,0,40,104
tc,2,2,219,76,92
tc,2,3,206,17,38
tc,2,4,206,17,38
tc,2,5,0,40,104
tc,2,6,0,40,104
tc,2,7,0,40,104
tc,2,8,0,40,104
tc,2,9,0,40,104
tc,2,10,0,40,104
tc,3,1,206,17,38
tc,3,2,206,17,38
tc,3,3,206,17,38
tc,3,4,206,17,38
tc,3,5,206,17,38
tc,3,6,0,40,104
tc,3,7,0,40,104
tc,3,8,0,40,104
tc,3,9,0,40,104
tc,3,10,0,40,104
tc,4,1,0,40,104
tc,4,2,255,255,255
tc,4,3,206,17,38
tc,4,4,243,195,200
tc,4,5,0,40,104
tc,4,6,0,40,104
tc,4,7,0,40,104
tc,4,8,0,40,104
tc,4,9,0,40,104
tc,4,10,0,40,104
tc,5,1,255,255,255
tc,5,2,0,40,104
tc,5,3,206,17,38
tc,5,4,0,40,104
tc,5,5,243,195,200
tc,5,6,0,40,104
tc,5,7,0,40,104
tc,5,8,0,40,104
tc,5,9,0,40,104
tc,5,10,0,40,104
tc,6,1,0,40,104
tc,6,2,0,40,104
tc,6,3,0,40,104
tc,6,4,0,40,104
tc,6,5,0,40,104
tc,6,6,0,40,104
tc,6,7,0,40,104
tc,6,8,0,40,104
tc,6,9,0,40,104
tc,6,10,0,40,104
tc,7,1,0,40,104
tc,7,2,0,40,104
tc,7,3,0,40,104
tc,7,4,0,40,104
tc,7,5,0,40,104
tc,7,6,0,40,104
tc,7,7,0,40,104
tc,7,8,0,40,104
tc,7,9,0,40,104
tc,7,10,0,40,104
tc,8,1,0,40,104
tc,8,2,0,40,104
tc,8,3,0,40,104
tc,8,4,233,195,21
tc,8,5,206,17,38
tc,8,6,91,161,45
tc,8,7,233,195,21
tc,8,8,0,40,104
tc,8,9,0,40,104
tc,8,10,0,40,104
tc,9,1,0,40,104
tc,9,2,0,40,104
tc,9,3,0,40,104
tc,9,4,0,40,104
tc,9,5,0,40,104
tc,9,6,0,40,104
tc,9,7,0,40,104
tc,9,8,0,40,104
tc,9,9,0,40,104
tc,9,10,0,40,104
tc,10,1,0,40,104
tc,10,2,0,40,104
tc,10,3,0,40,104
tc,10,4,0,40,104
tc,10,5,0,40,104
tc,10,6,0,40,104
tc,10,7,0,40,104
tc,10,8,0,40,104
tc,10,9,0,40,104
tc,10,10,0,40,104
pr,1,1,0,80,240
pr,1,2,0,80,240
pr,1,3,0,80,240
pr,1,4,0,80,240
pr,1,5,0,80,240
pr,1,6,0,80,240
pr,1,7,0,80,240
pr,1,8,0,80,240
pr,1,9,0,80,240
pr,1,10,0,80,240
pr,2,1,238,0,0
pr,2,2,0,80,240
pr,2,3,0,80,240
pr,2,4,0,80,240
pr,2,5,131,170,248
pr,2,6,255,255,255
pr,2,7,0,80,240
pr,2,8,0,80,240
pr,2,9,0,80,240
pr,2,10,238,0,0
pr,3,1,238,0,0
pr,3,2,238,0,0
pr,3,3,0,80,240
pr,3,4,0,80,240
pr,3,5,131,170,248
pr,3,6,0,80,240
pr,3,7,0,80,240
pr,3,8,0,80,240
pr,3,9,238,0,0
pr,3,10,238,0,0
pr,4,1,238,0,0
pr,4,2,238,0,0
pr,4,3,255,255,255
pr,4,4,0,80,240
pr,4,5,0,80,240
pr,4,6,0,80,240
pr,4,7,0,80,240
pr,4,8,255,255,255
pr,4,9,238,0,0
pr,4,10,238,0,0
pr,5,1,238,0,0
pr,5,2,238,0,0
pr,5,3,255,255,255
pr,5,4,255,255,255
pr,5,5,0,80,240
pr,5,6,0,80,240
pr,5,7,255,255,255
pr,5,8,255,255,255
pr,5,9,238,0,0
pr,5,10,238,0,0
pr,6,1,238,0,0
pr,6,2,238,0,0
pr,6,3,255,255,255
pr,6,4,255,255,255
pr,6,5,238,0,0
pr,6,6,238,0,0
pr,6,7,255,255,255
pr,6,8,255,255,255
pr,6,9,238,0,0
pr,6,10,238,0,0
pr,7,1,238,0,0
pr,7,2,238,0,0
pr,7,3,255,255,255
pr,7,4,255,255,255
pr,7,5,238,0,0
pr,7,6,238,0,0
pr,7,7,255,255,255
pr,7,8,255,255,255
pr,7,9,238,0,0
pr,7,10,238,0,0
pr,8,1,238,0,0
pr,8,2,238,0,0
pr,8,3,255,255,255
pr,8,4,255,255,255
pr,8,5,238,0,0
pr,8,6,238,0,0
pr,8,7,255,255,255
pr,8,8,255,255,255
pr,8,9,238,0,0
pr,8,10,238,0,0
pr,9,1,238,0,0
pr,9,2,238,0,0
pr,9,3,255,255,255
pr,9,4,255,255,255
pr,9,5,238,0,0
pr,9,6,238,0,0
pr,9,7,255,255,255
pr,9,8,255,255,255
pr,9,9,238,0,0
pr,9,10,238,0,0
pr,10,1,238,0,0
pr,10,2,238,0,0
pr,10,3,255,255,255
pr,10,4,255,255,255
pr,10,5,238,0,0
pr,10,6,238,0,0
pr,10,7,255,255,255
pr,10,8,255,255,255
pr,10,9,238,0,0
pr,10,10,238,0,0
sk,1,1,255,255,255
sk,1,2,255,255,255
sk,1,3,255,255,255
sk,1,4,11,78,162
sk,1,5,11,78,162
sk,1,6,11,78,162
sk,1,7,11,78,162
sk,1,8,238,28,37
sk,1,9,238,28,37
sk,1,10,238,28,37
sk,2,1,255,255,255
sk,2,2,255,255,255
sk,2,3,255,255,255
sk,2,4,11,78,162
sk,2,5,11,78,162
sk,2,6,11,78,162
sk,2,7,11,78,162
sk,2,8,238,28,37
sk,2,9,238,28,37
sk,2,10,238,28,37
sk,3,1,255,255,255
sk,3,2,255,255,255
sk,3,3,243,84,91
sk,3,4,255,255,255
sk,3,5,255,255,255
sk,3,6,238,28,37
sk,3,7,11,78,162
sk,3,8,238,28,37
sk,3,9,238,28,37
sk,3,10,238,28,37
sk,4,1,255,255,255
sk,4,2,255,255,255
sk,4,3,243,84,91
sk,4,4,255,255,255
sk,4,5,255,255,255
sk,4,6,238,28,37
sk,4,7,11,78,162
sk,4,8,238,28,37
sk,4,9,238,28,37
sk,4,10,238,28,37
sk,5,1,255,255,255
sk,5,2,255,255,255
sk,5,3,255,255,255
sk,5,4,11,78,162
sk,5,5,11,78,162
sk,5,6,11,78,162
sk,5,7,11,78,162
sk,5,8,238,28,37
sk,5,9,238,28,37
sk,5,10,238,28,37
sk,6,1,255,255,255
sk,6,2,255,255,255
sk,6,3,255,255,255
sk,6,4,11,78,162
sk,6,5,11,78,162
sk,6,6,11,78,162
sk,6,7,11,78,162
sk,6,8,238,28,37
sk,6,9,238,28,37
sk,6,10,238,28,37
sk,7,1,255,255,255
sk,7,2,255,255,255
sk,7,3,255,255,255
sk,7,4,11,78,162
sk,7,5,11,78,162
sk,7,6,11,78,162
sk,7,7,11,78,162
sk,7,8,238,28,37
sk,7,9,238,28,37
sk,7,10,238,28,37
sk,8,1,255,255,255
sk,8,2,255,255,255
sk,8,3,255,255,255
sk,8,4,11,78,162
sk,8,5,11,78,162
sk,8,6,11,78,162
sk,8,7,11,78,162
sk,8,8,238,28,37
sk,8,9,238,28,37
sk,8,10,238,28,37
sk,9,1,255,255,255
sk,9,2,255,255,255
sk,9,3,255,255,255
sk,9,4,11,78,162
sk,9,5,11,78,162
sk,9,6,11,78,162
sk,9,7,11,78,162
sk,9,8,238,28,37
sk,9,9,238,28,37
sk,9,10,238,28,37
sk,10,1,255,255,255
sk,10,2,255,255,255
sk,10,3,255,255,255
sk,10,4,11,78,162
sk,10,5,11,78,162
sk,10,6,11,78,162
sk,10,7,11,78,162
sk,10,8,238,28,37
sk,10,9,238,28,37
sk,10,10,238,28,37
tw,1,1,0,0,149
tw,1,2,0,0,149
tw,1,3,0,0,149
tw,1,4,0,0,149
tw,1,5,0,0,149
tw,1,6,254,0,0
tw,1,7,254,0,0
tw,1,8,254,0,0
tw,1,9,254,0,0
tw,1,10,254,0,0
tw,2,1,0,0,149
tw,2,2,0,0,149
tw,2,3,255,255,255
tw,2,4,0,0,149
tw,2,5,0,0,149
tw,2,6,254,0,0
tw,2,7,254,0,0
tw,2,8,254,0,0
tw,2,9,254,0,0
tw,2,10,254,0,0
tw,3,1,0,0,149
tw,3,2,0,0,149
tw,3,3,255,255,255
tw,3,4,0,0,148
tw,3,5,0,0,149
tw,3,6,254,0,0
tw,3,7,254,0,0
tw,3,8,254,0,0
tw,3,9,254,0,0
tw,3,10,254,0,0
tw,4,1,0,0,149
tw,4,2,0,0,149
tw,4,3,255,255,255
tw,4,4,0,0,149
tw,4,5,0,0,149
tw,4,6,254,0,0
tw,4,7,254,0,0
tw,4,8,254,0,0
tw,4,9,254,0,0
tw,4,10,254,0,0
tw,5,1,0,0,149
tw,5,2,0,0,149
tw,5,3,0,0,149
tw,5,4,0,0,149
tw,5,5,0,0,149
tw,5,6,254,0,0
tw,5,7,254,0,0
tw,5,8,254,0,0
tw,5,9,254,0,0
tw,5,10,254,0,0
tw,6,1,254,0,0
tw,6,2,254,0,0
tw,6,3,254,0,0
tw,6,4,254,0,0
tw,6,5,254,0,0
tw,6,6,254,0,0
tw,6,7,254,0,0
tw,6,8,254,0,0
tw,6,9,254,0,0
tw,6,10,254,0,0
tw,7,1,254,0,0
tw,7,2,254,0,0
tw,7,3,254,0,0
tw,7,4,254,0,0
tw,7,5,254,0,0
tw,7,6,254,0,0
tw,7,7,254,0,0
tw,7,8,254,0,0
tw,7,9,254,0,0
tw,7,10,254,0,0
tw,8,1,254,0,0
tw,8,2,254,0,0
tw,8,3,254,0,0
tw,8,4,254,0,0
tw,8,5,254,0,0
tw,8,6,254,0,0
tw,8,7,254,0,0
tw,8,8,254,0,0
tw,8,9,254,0,0
tw,8,10,254,0,0
tw,9,1,254,0,0
tw,9,2,254,0,0
tw,9,3,254,0,0
tw,9,4,254,0,0
tw,9,5,254,0,0
tw,9,6,254,0,0
tw,9,7,254,0,0
tw,9,8,254,0,0
tw,9,9,254,0,0
tw,9,10,254,0,0
tw,10,1,254,0,0
tw,10,2,254,0,0
tw,10,3,254,0,0
tw,10,4,254,0,0
tw,10,5,254,0,0
tw,10,6,254,0,0
tw,10,7,254,0,0
tw,10,8,254,0,0
tw,10,9,254,0,0
tw,10,10,254,0,0
sa,1,1,0,84,48
sa,1,2,0,84,48
sa,1,3,0,84,48
sa,1,4,0,84,48
sa,1,5,0,84,48
sa,1,6,0,84,48
sa,1,7,0,84,48
sa,1,8,0,84,48
sa,1,9,0,84,48
sa,1,10,0,84,48
sa,2,1,0,84,48
sa,2,2,0,84,48
sa,2,3,0,84,48
sa,2,4,0,84,48
sa,2,5,0,84,48
sa,2,6,0,84,48
sa,2,7,0,84,48
sa,2,8,0,84,48
sa,2,9,0,84,48
sa,2,10,0,84,48
sa,3,1,0,84,48
sa,3,2,0,84,48
sa,3,3,0,84,48
sa,3,4,0,84,48
sa,3,5,0,84,48
sa,3,6,0,84,48
sa,3,7,0,84,48
sa,3,8,0,84,48
sa,3,9,0,84,48
sa,3,10,0,84,48
sa,4,1,0,84,48
sa,4,2,0,84,48
sa,4,3,0,84,48
sa,4,4,235,242,239
sa,4,5,0,84,48
sa,4,6,0,84,48
sa,4,7,0,84,48
sa,4,8,0,84,48
sa,4,9,0,84,48
sa,4,10,0,84,48
sa,5,1,0,84,48
sa,5,2,0,84,48
sa,5,3,0,84,48
sa,5,4,41,112,81
sa,5,5,0,84,48
sa,5,6,0,84,48
sa,5,7,0,84,48
sa,5,8,0,84,48
sa,5,9,0,84,48
sa,5,10,0,84,48
sa,6,1,0,84,48
sa,6,2,0,84,48
sa,6,3,0,84,48
sa,6,4,0,84,48
sa,6,5,0,84,48
sa,6,6,0,84,48
sa,6,7,0,84,48
sa,6,8,0,84,48
sa,6,9,0,84,48
sa,6,10,0,84,48
sa,7,1,0,84,48
sa,7,2,0,84,48
sa,7,3,0,84,48
sa,7,4,0,84,48
sa,7,5,215,228,222
sa,7,6,0,84,48
sa,7,7,0,84,48
sa,7,8,0,84,48
sa,7,9,0,84,48
sa,7,10,0,84,48
sa,8,1,0,84,48
sa,8,2,0,84,48
sa,8,3,0,84,48
sa,8,4,0,84,48
sa,8,5,0,84,48
sa,8,6,0,84,48
sa,8,7,0,84,48
sa,8,8,0,84,48
sa,8,9,0,84,48
sa,8,10,0,84,48
sa,9,1,0,84,48
sa,9,2,0,84,48
sa,9,3,0,84,48
sa,9,4,0,84,48
sa,9,5,0,84,48
sa,9,6,0,84,48
sa,9,7,0,84,48
sa,9,8,0,84,48
sa,9,9,0,84,48
sa,9,10,0,84,48
sa,10,1,0,84,48
sa,10,2,0,84,48
sa,10,3,0,84,48
sa,10,4,0,84,48
sa,10,5,0,84,48
sa,10,6,0,84,48
sa,10,7,0,84,48
sa,10,8,0,84,48
sa,10,9,0,84,48
sa,10,10,0,84,48
cy,1,1,255,255,255
cy,1,2,255,255,255
cy,1,3,255,255,255
cy,1,4,255,255,255
cy,1,5,255,255,255
cy,1,6,255,255,255
cy,1,7,255,255,255
cy,1,8,255,255,255
cy,1,9,255,255,255
cy,1,10,255,255,255
cy,2,1,255,255,255
cy,2,2,255,255,255
cy,2,3,255,255,255
cy,2,4,255,255,255
cy,2,5,255,255,255
cy,2,6,255,255,255
cy,2,7,255,255,255
cy,2,8,255,255,255
cy,2,9,255,255,255
cy,2,10,255,255,255
cy,3,1,255,255,255
cy,3,2,255,255,255
cy,3,3,255,255,255
cy,3,4,255,255,255
cy,3,5,255,255,255
cy,3,6,255,255,255
cy,3,7,255,255,255
cy,3,8,255,255,255
cy,3,9,255,255,255
cy,3,10,255,255,255
cy,4,1,255,255,255
cy,4,2,255,255,255
cy,4,3,255,255,255
cy,4,4,255,255,255
cy,4,5,213,120,0
cy,4,6,213,120,0
cy,4,7,255,255,255
cy,4,8,121,131,99
cy,4,9,255,255,255
cy,4,10,255,255,255
cy,5,1,255,255,255
cy,5,2,255,255,255
cy,5,3,255,255,255
cy,5,4,213,120,0
cy,5,5,213,120,0
cy,5,6,213,120,0
cy,5,7,255,255,255
cy,5,8,255,255,255
cy,5,9,255,255,255
cy,5,10,255,255,255
cy,6,1,255,255,255
cy,6,2,255,255,255
cy,6,3,255,255,255
cy,6,4,213,120,0
cy,6,5,213,120,0
cy,6,6,255,255,255
cy,6,7,255,255,255
cy,6,8,255,255,255
cy,6,9,255,255,255
cy,6,10,255,255,255
cy,7,1,255,255,255
cy,7,2,255,255,255
cy,7,3,255,255,255
cy,7,4,238,231,219
cy,7,5,213,120,0
cy,7,6,255,255,255
cy,7,7,255,255,255
cy,7,8,121,131,99
cy,7,9,255,255,255
cy,7,10,255,255,255
cy,8,1,255,255,255
cy,8,2,255,255,255
cy,8,3,255,255,255
cy,8,4,255,255,255
cy,8,5,255,255,255
cy,8,6,255,255,255
cy,8,7,255,255,255
cy,8,8,255,255,255
cy,8,9,255,255,255
cy,8,10,255,255,255
cy,9,1,255,255,255
cy,9,2,255,255,255
cy,9,3,255,255,255
cy,9,4,255,255,255
cy,9,5,255,255,255
cy,9,6,255,255,255
cy,9,7,255,255,255
cy,9,8,255,255,255
cy,9,9,255,255,255
cy,9,10,255,255,255
cy,10,1,255,255,255
cy,10,2,255,255,255
cy,10,3,255,255,255
cy,10,4,255,255,255
cy,10,5,255,255,255
cy,10,6,255,255,255
cy,10,7,255,255,255
cy,10,8,255,255,255
cy,10,9,255,255,255
cy,10,10,255,255,255
ro,1,1,0,43,127
ro,1,2,0,43,127
ro,1,3,0,43,127
ro,1,4,0,43,127
ro,1,5,0,43,127
ro,1,6,0,43,127
ro,1,7,0,43,127
